Sentence #,Word,POS,Tag
,CC,and,O
,NNP,Fortinet,B-V
,NNP,Vulnerabilities,I-V
,IN,in,O
,NN,furtherance,O
,IN,of,O
,JJ,malicious,O
,NNS,activities,O
Sentence 335,NNP,Emotet,B-M
,NNP,Malware,I-M
,VBZ,is,O
,VBN,reborn,O
,CC,and,O
,VBG,spreading,O
,IN,via,O
,NNP,TrickBot,B-INF
,NN,infrastructure,I-INF
,:,-,O
,DT,The,B-ID
,NNP,Cybersecurity,I-ID
,NNP,Times,I-ID
Sentence 336,DT,Every,O
,NN,package,O
,IN,in,O
,DT,the,O
,JJ,npm,B-INF
,NN,registry,I-INF
,VBD,was,O
,VBN,exposed,O
,TO,to,O
,JJ,possible,O
,NN,compromise,O
,IN,for,O
,DT,a,O
,JJ,long,O
,NN,time,O
Sentence 337,NN,MosesStaff,B-ID
,VBZ,Locks,O
,NNP,Up,O
,NNP,Targets,O
,",",",",O
,IN,with,O
,DT,No,O
,NNP,Ransom,O
,NNP,Demand,O
,",",",",O
,NNP,No,O
,NNP,Decryption,O
Sentence 338,NNP,High-Severity,B-V
,NNP,Intel,I-V
,NNP,Processor,I-V
,NNP,Bug,O
,NNP,Exposes,B-AP
,NNP,Encryption,I-AP
,NNP,Keys,I-AP
Sentence 339,JJ,Chinese,B-ID
,NNP,Spy,I-ID
,NNP,Boss,I-ID
,NNP,’,O
,NNP,Conviction,O
,NNP,Marks,O
,NNP,New,O
,NNP,Chapter,O
,IN,in,O
,NNP,War,O
,IN,on,O
,NN,Espionage,O
Sentence 340,NNP,Exchange,O
,NNP,Exploit,O
,NNP,Leads,O
,TO,to,O
,NNP,Domain,O
,NNP,Wide,O
,NNP,Ransomware,O
Sentence 341,JJ,Australian,B-ID
,NNP,Health,I-ID
,NNPS,Services,I-ID
,NNP,Privacy,O
,NNP,Breach,O
,NNP,November,O
,CD,2021,O
,:,:,O
,NNP,South,B-L
,NNP,Australia,I-L
,NNP,Ambulance,O
,NNP,Service,O
,NNS,patients,O
,POS,,O
,JJ,personal,B-AP
,NN,information,I-AP
,VBN,stolen,I-AP
,IN,from,I-AP
,NN,consultancy,I-AP
,NN,firm,I-AP
,.,.,O
,DT,The,O
,JJ,personal,B-AP
,NNS,details,I-AP
,IN,of,I-AP
,CD,"28,000",I-AP
,NNS,patients,I-AP
,VBP,have,O
,VBN,been,O
,VBN,lost,O
,IN,on,O
,DT,a,O
,VBN,stolen,O
,DT,a,O
,NN,storage,O
,NN,device,O
,.,.,O
Sentence 342,VBG,Revealing,O
,NNP,LAMBERTS/LONGHORN,B-M
,NNP,Malware,I-M
,NNP,Capabilities,O
,VBG,using,O
,DT,a,O
,JJ,step-by-step,O
,NN,approach,O
Sentence 343,NN,someone,O
,VBZ,is,O
,VBG,spamming,B-AP
,NNS,people,I-AP
,IN,from,I-AP
,CD,one,I-AP
,NN,fbi,I-AP
,NN,server,I-AP
,:,:,O
,VBG,Sending,I-AP
,NNP,IP,I-AP
,:,:,O
,CD,153.31.119.142,B-V
,(,(,O
,NN,https,B-V
,:,:,I-V
,NN,//t.co/En06mMbR88,I-V
,),),O
,IN,From,O
,:,:,O
,NNS,eims,B-INF
,VBP,@,I-INF
,JJ,ic.fbi.gov,I-INF
,NN,Subject,O
,:,:,O
,NN,Urgent,O
,:,:,O
,NN,Threat,O
,NN,actor,O
,IN,in,O
,NNS,systems,O
Sentence 344,NN,Threat,O
,NNP,Alert,O
,:,:,O
,NNP,Krane,B-M
,NNP,Malware,I-M
Sentence 345,NNS,Hackers,O
,VBD,Targeted,O
,NNP,Apple,B-ID
,NNPS,Devices,I-ID
,IN,in,O
,NNP,Hong,B-L
,NNP,Kong,I-L
,IN,for,O
,NNP,Widespread,O
,NNP,Attack,O
Sentence 346,JJ,Zero-Day,O
,NN,Disclosure,O
,:,:,O
,NNP,PAN,B-ID
,NNP,GlobalProtect,I-ID
,NNP,CVE-2021-3064,B-V
Sentence 347,NNP,Remote,B-V
,NNP,Code,I-V
,NNP,Execution,I-V
,NNP,Flaw,O
,IN,in,O
,NNP,Palo,B-ID
,NNP,Alto,I-ID
,NNP,GlobalProtect,I-ID
,NNP,VPN,B-T
,:,-,O
,JJ,Critical,O
,CD,9.8,O
Sentence 348,DT,A,O
,JJ,Detailed,O
,NN,Analysis,O
,IN,of,O
,NNP,Lazarus,B-TA
,NNP,’,O
,NNP,RAT,B-ID
,NNP,Called,O
,NNP,FALLCHILL,B-ID
Sentence 349,NNP,Robinhood,B-ID
,NNP,Security,O
,NNP,Breach,O
,NNP,Exposes,O
,NNP,Data,O
,IN,on,O
,NNP,Millions,O
,IN,of,O
,NNS,Users,O
Sentence 350,NNP,Evil,B-ID
,NNP,Flower,I-ID
,POS,,O
,:,:,O
,JJ,Chinese,B-ID
,NNP,Media,I-ID
,NNP,Goes,O
,NNP,Ballistic,O
,NNP,Over,O
,NNP,Alleged,O
,NNP,Cyber,O
,NNP,Warfare,O
,IN,By,O
,JJ,Indian,B-L
,NNP,Govt-Backed,O
,NNP,Group,O
,POS,,O
,IN,On,O
,NNP,Defense,O
,NNS,Facilities,O
Sentence 351,NNP,Media,B-ID
,NNP,Markt,I-ID
,VBD,hit,O
,IN,with,O
,$,$,O
,CD,240,O
,CD,million,O
,NN,ransomware,O
,NN,attack,O
Sentence 352,NNP,TA505,B-M
,VBZ,exploits,O
,NNP,SolarWinds,B-ID
,NNP,Serv-U,B-V
,NN,vulnerability,I-V
,(,(,O
,NNP,CVE-2021-35211,B-V
,),),O
,IN,for,O
,JJ,initial,O
,NN,access,O
Sentence 353,JJ,Nucleus,B-INF
,NNP,Net,I-INF
,NNP,TCP/IP,I-INF
,NN,stack,I-INF
,(,(,O
,VBN,dubbed,O
,NNP,Nucleus13,B-V
,),),O
,VBN,affected,O
,IN,by,O
,CD,13,O
,JJ,new,O
,NNS,vulnerabilities,O
,VBG,affecting,O
,JJ,various,O
,NNP,IoT,B-INF
,CC,and,O
,NNP,Medical,B-INF
Sentence 354,VBN,Embedded,O
,NNP,Malware,O
,IN,in,O
,NNP,Coa,B-ID
Sentence 355,DT,A,O
,JJ,Technical,O
,NN,Analysis,O
,IN,of,O
,NNP,CVE-2021-30864,B-V
,:,:,O
,NNP,Bypassing,B-V
,NNP,App,I-V
,NNP,Sandbox,I-V
,NNP,Restrictions,I-V
Sentence 356,JJ,Iranian,B-TA
,NNP,Black,I-TA
,NNP,Shadow,I-TA
,VBG,hacking,I-TA
,NN,group,I-TA
,NNS,breaches,B-AP
,NNP,Israeli,I-AP
,NNP,Internet,I-AP
,NN,hosting,I-AP
,NN,firm,I-AP
Sentence 357,DT,The,O
,NN,group,O
,VBD,compromised,B-AP
,DT,the,I-AP
,NN,server,I-AP
,IN,of,I-AP
,DT,the,I-AP
,NNP,Israeli,I-AP
,NN,internet,I-AP
,VBG,hosting,I-AP
,NN,company,I-AP
,NNP,Cyberserve,B-ID
,",",",",O
,VBG,taking,B-AP
,RP,down,I-AP
,JJ,several,I-AP
,IN,of,I-AP
,DT,the,I-AP
,NNS,sites,I-AP
,IN,that,I-AP
,PRP,it,I-AP
,VBZ,hosts,I-AP
,.,.,O
Sentence 358,DT,The,O
,NN,group,O
,VBD,announced,O
,DT,the,O
,NN,attack,O
,IN,on,O
,NNP,Twitter,O
,IN,on,O
,NNP,Friday,O
,",",",",O
,CC,and,O
,RB,then,O
,VBD,published,B-AP
,DT,some,I-AP
,IN,of,I-AP
,DT,the,I-AP
,VBN,stolen,I-AP
,NNS,data,I-AP
,RB,shortly,O
,NNS,afterwards,O
,",",",",O
,VBG,stating,O
,IN,that,O
,NNP,Cyberserve,B-ID
,VBD,had,O
,RB,not,O
,RB,yet,O
,VBN,contacted,O
,PRP,them,O
,.,.,O
Sentence 359,NNP,Black,B-ID
,NNP,Shadow,I-ID
,VBD,was,O
,JJ,responsible,O
,IN,for,O
,DT,the,O
,NN,hack,O
,IN,of,O
,NNP,Israeli,O
,NN,insurance,O
,NN,firm,O
,NNP,Shirbit,B-ID
,IN,in,O
,NNP,December,O
,JJ,last,O
,NN,year,O
,.,.,O
,IN,In,O
,DT,that,O
,NN,attack,O
,PRP,it,O
,VBD,had,O
,DT,a,O
,$,$,O
,CD,1,O
,CD,million,O
,NN,ransom,O
,",",",",O
,CC,but,O
,DT,the,O
,NN,victim,O
,VBD,refused,O
,TO,to,O
,VB,pay,O
,PRP,it,O
,.,.,O
Sentence 360,NNP,SSU,B-ID
,VBD,intercepted,O
,NNS,conversations,O
,IN,of,O
,NNP,FSB,B-ID
,NNS,hackers,O
,WP,who,O
,VBD,carried,O
,RP,out,O
,IN,over,O
,CD,5000,O
,NN,cyber,O
,NNS,attacks,O
Sentence 361,DT,A,O
,NN,botnet,B-M
,IN,of,I-M
,NNP,GitLab,I-M
,NNS,instances,O
,(,(,O
,VBN,exploited,O
,IN,via,O
,NNP,CVE-2021-22205,B-V
,),),O
,VBZ,is,O
,VBG,hurling,B-AP
,CD,1,I-AP
,NNP,Tbps,I-AP
,NNP,DDoS,I-AP
,NNS,attacks,I-AP
,",",",",O
,VBN,reported,O
,IN,by,O
,NNP,@,O
,NN,menscher,B-ID
,IN,of,I-ID
,NNP,Google,I-ID
,NNP,DDoS,I-ID
,NN,defense,I-ID
,NN,team,I-ID
Sentence 362,DT,A,O
,JJ,step-by-step,O
,NN,analysis,O
,IN,of,O
,DT,the,O
,JJ,new,O
,NN,malware,O
,VBN,used,O
,IN,by,O
,NNP,APT28/Sofacy,B-TA
,VBD,called,O
,NNP,SkinnyBoy,B-M
Sentence 363,NNP,Malware,O
,NNP,Discovered,O
,IN,in,O
,NNP,Popular,O
,NNP,NPM,B-INF
,NNP,Package,I-INF
,",",",",O
,JJ,ua-parser-js,I-INF
Sentence 364,NNP,Lazarus,B-TA
,NNP,Attackers,I-TA
,NNP,Turn,O
,TO,to,O
,DT,the,O
,NNP,IT,B-ID
,NNP,Supply,I-ID
,NNP,Chain,I-ID
Sentence 365,JJ,Russian,B-TA
,NN,state,I-TA
,NNS,hackers,I-TA
,VBP,use,O
,JJ,new,O
,NNP,TinyTurla,B-M
,NN,malware,I-M
,IN,as,O
,JJ,secondary,I-M
,NN,backdoor,I-M
Sentence 366,NN,horizon3ai/CVE-2021-38647,B-V
,:,:,O
,NN,Proof,B-AP
,IN,on,I-AP
,NNP,Concept,I-AP
,NNP,Exploit,I-AP
,IN,for,O
,NNP,CVE-2021-38647,B-V
,(,(,O
,NNP,OMIGOD,I-V
,),),O
Sentence 367,NNP,PrintNightmare,B-V
,NN,vulnerability,I-V
,VBN,weaponized,O
,IN,by,O
,NNP,Magniber,B-TA
,NN,ransomware,I-TA
,NN,gang,I-TA
Sentence 368,NN,Threat,O
,NNP,Alert,O
,:,:,O
,NNP,Mirai/Gafgyt,B-M
,NNP,Fork,I-M
,IN,with,O
,NNP,New,O
,NNP,DDoS,B-INF
,NNP,Modules,I-INF
,NNP,Discovered,O
Sentence 369,NNP,Magniber,B-M
,NNP,Ransomware,I-M
,NNP,Caught,O
,NNP,Using,O
,NNP,PrintNight,B-V
Sentence 370,VBG,Dissecting,O
,DT,a,O
,JJ,new,O
,NN,dropper,O
,VBN,attributed,O
,TO,to,O
,NNP,APT31,B-TA
,(,(,O
,NNP,Zirconium/Judgment,I-TA
,NNP,Panda,I-TA
,),),O
,VBG,targeting,O
,NNP,Mongolia,B-L
,",",",",O
,NNP,Russia,I-L
,",",",",O
,CC,and,O
,DT,the,O
,NNP,US,B-L
,:,-,O
,IN,among,O
,NNS,others,O
,.,.,O
,NNP,IOCs,O
,VBD,included,O
Sentence 371,NNP,TA551,B-TA
,(,(,O
,NNP,Shathak,I-TA
,),),O
,VBZ,continues,O
,VBG,pushing,O
,NNP,BazarLoader,B-M
,",",",",O
,NNS,infections,I-M
,VBP,lead,O
,TO,to,O
,NNP,Cobalt,B-T
,NN,Strike,I-T
Sentence 372,JJ,Wormable,B-M
,NNP,DarkRadiation,I-M
,NNP,Ransomware,I-M
,NNP,Targets,O
,NNP,Linux,B-INF
,CC,and,O
,NNP,Docker,B-INF
,NNP,Instances,I-INF
Sentence 373,NNP,AT,B-ID
,CC,&,I-ID
,NNP,T,I-ID
,NNP,Alien,B-ID
,NNP,Labs,I-ID
,VBZ,finds,O
,JJ,new,O
,NNP,Golang,B-M
,NN,malware,I-M
,(,(,O
,NNP,BotenaGo,I-M
,),),O
,VBG,targeting,B-AP
,NNS,millions,I-AP
,IN,of,I-AP
,NNS,routers,I-AP
,CC,and,I-AP
,NNP,IoT,I-AP
,NNS,devices,I-AP
,IN,with,O
,JJR,more,O
,IN,than,O
,CD,30,O
,NNS,exploits,O
Sentence 374,NNP,Vidar,B-C
,NN,stealer,I-C
,NN,campaign,I-C
,VBG,targeting,O
,JJ,Baltic,B-L
,NN,region,I-L
,CC,and,O
,NNP,NATO,B-ID
,NNS,entities,O
Sentence 375,JJ,BIO-ISAC,B-ID
,NNP,Threat,I-ID
,NNP,Advisory,I-ID
,:,-,O
,NN,Tardigrade,B-M
,:,:,O
,DT,an,O
,NNP,APT,O
,NN,attack,O
,IN,on,O
,NN,vaccine,B-ID
,NN,manufacturing,I-ID
,NN,infrastructure,I-ID
Sentence 376,NNP,New,O
,NNP,PowerShortShell,
,NNP,Stealer,O
,NNP,Exploits,O
,NNP,Recent,O
,NNP,Microsoft,B-ID
,NNP,MSHTML,B-V
,NNP,Vulnerability,I-V
,TO,to,O
,VB,Spy,B-AP
,IN,on,I-AP
,NNP,Farsi,I-AP
,NNP,Speakers,I-AP
Sentence 377,NNP,Lazarus,B-TA
,VBG,using,B-AP
,DT,a,I-AP
,JJ,malicious,I-AP
,NN,document,I-AP
,VBD,launched,O
,DT,a,O
,JJ,targeted,O
,NN,attack,O
,IN,on,O
,DT,the,O
,JJ,Korean,B-ID
,NN,aviation,I-ID
,NN,industry,I-ID
,:,-,O
,JJ,Korean,O
,NN,reporting,O
Sentence 378,NNP,MasterFred,B-M
,NNP,Banking,I-M
,NNP,Trojan,I-M
,NNP,Targets,O
,NNP,Users,O
,IN,via,O
,NNP,Phishing,B-AP
,NNS,Pages,I-AP
Sentence 379,JJ,North,B-L
,NNP,Korea-related,O
,NNP,Malicious,O
,NNP,Document,O
,NNP,Files,O
,NNP,Using,O
,NNP,CVE-2021-40444,B-V
,NNP,Vulnerability,I-V
Sentence 380,NNP,APT-C-55（Kimsuky）Web,O
,NNP,Browser,B-AP
,NNP,Password,I-AP
,NNP,Viewer,I-AP
,:,-,O
,JJ,Chinese,B-L
,VBG,reporting,O
,:,-,O
,VBN,Suspected,O
,NNP,APT-C-55,B-TA
,(,(,O
,NNP,Kimsuky,I-TA
,),),O
,NN,organization,O
,VBN,used,B-AP
,JJ,commercial,I-AP
,NN,software,I-AP
,NNP,Web,I-AP
,NNP,Browser,I-AP
,NNP,Password,I-AP
,NNP,Viewer,I-AP
,TO,to,O
,VB,attack,O
Sentence 381,JJ,Chinese,B-L
,VBG,reporting,O
,:,-,O
,NN,Analysis,O
,IN,of,O
,DT,the,O
,NNP,Cyber,O
,NNP,​​Attack,O
,NNP,Activities,O
,IN,of,O
,DT,the,O
,``,``,O
,NNP,Baby,B-TA
,NNP,Elephant,I-TA
,',',O
,NN,Organization,O
,IN,in,O
,NNP,South,B-L
,NNP,Asia,I-L
Sentence 382,NNP,Windows,B-INF
,NNP,Local,B-AP
,NNP,Privilege,I-AP
,NNP,Escalation,I-AP
,NNP,zero,O
,NN,day,O
,:,-,O
,DT,This,O
,NN,variant,O
,VBD,was,O
,VBN,discovered,O
,IN,during,O
,DT,the,O
,NN,analysis,O
,IN,of,O
,NNP,CVE-2021-41379,B-V
,NN,patch,O
,.,.,O
,DT,the,O
,NN,bug,O
,VBD,was,O
,RB,not,O
,VBN,fixed,O
,RB,correctly,O
,.,.,O
Sentence 383,NNP,BazarLoader,B-M
,NNP,‘,O
,VB,call,O
,PRP,me,O
,RP,back,O
,JJ,’,O
,NN,attack,O
,VBZ,abuses,O
,VBZ,Windows,B-INF
,CD,10,I-INF
,NNP,Apps,O
,NN,mechanism,O
Sentence 384,NNP,New,O
,NNP,Aggah,B-C
,NNP,Campaign,I-C
,NNP,Hijacks,B-AP
,NNP,Clipboards,I-AP
,TO,to,I-AP
,NNP,Replace,I-AP
,NNP,Cryptocurrency,I-AP
,NNP,Addresses,I-AP
Sentence 385,NNP,New,O
,NN,ransomware,O
,NN,actor,O
,VBZ,uses,B-AP
,JJ,password-protected,I-AP
,NNS,archives,I-AP
,TO,to,I-AP
,VB,bypass,I-AP
,NN,encryption,I-AP
,NN,protection,I-AP
,:,-,O
,``,``,O
,NNP,Memento,B-TA
,NN,team,I-TA
,',',O
,",",",",O
,NNS,actors,O
,VBP,use,B-AP
,JJ,Python-based,I-AP
,NN,ransomware,I-AP
,IN,that,O
,PRP,they,O
,VBD,reconfigured,O
,IN,after,O
,NNS,setbacks,O
,:,-,O
,PRP,they,O
,RB,also,O
,VBP,offer,O
,JJ,per-document/file,O
,NN,decryption,O
,NN,micropayment,O
,NNS,options,O
Sentence 386,NNP,PoC,O
,IN,of,O
,NNP,CVE-2021-42321,B-V
,:,:,O
,NN,pop,B-AP
,NN,mspaint.exe,B-T
,IN,on,I-AP
,DT,the,I-AP
,NN,target,I-AP
,:,-,O
,JJ,Microsoft,B-INF
,NNP,Exchange,I-INF
,NNP,Server,I-INF
,NNP,Remote,B-V
,NNP,Code,I-V
,NNP,Execution,I-V
,NNP,Vulnerability,I-V
Sentence 387,NNP,Trickbot,B-M
,NNP,C2,I-M
,:,-,O
,JJ,Chinese,B-L
,VBG,reporting,O
,:,-,O
,JJ,[,O
,NNP,Behavioral,O
,NN,mapping,O
,NN,application,O
,NN,combat,O
,NNP,],O
,NNP,Use,O
,NNP,ZoomEye,B-ID
,TO,to,O
,VB,catch,O
,NNP,Trickbot,B-M
,NNP,C2,I-M
,IN,in,O
,CD,one,O
,VBP,go,O
,:,-,O
,NNP,ZoomEye,B-ID
,VBZ,is,O
,DT,a,O
,JJ,Chinese,B-ID
,NNP,Shodan,I-ID
,NN,esq,I-ID
,NN,tool,I-ID
Sentence 388,JJ,CVE-2021-42306,B-V
,NNP,CredManifest,I-V
,:,:,O
,NNP,App,O
,NNP,Registration,O
,NNPS,Certificates,O
,NNP,Stored,O
,IN,in,O
,NNP,Azure,B-INF
,NNP,Active,I-INF
,NNP,Directory,I-INF
Sentence 389,DT,The,O
,NNP,Pitfall,O
,IN,of,O
,NNP,Threat,O
,NNP,Intelligence,O
,NNP,Whitelisting,O
,:,:,O
,NN,Specter,B-M
,NNP,Botnet,I-M
,VBZ,is,O
,VBG,taking,O
,IN,over,O
,',,O
,JJ,Top,O
,NNP,Legit,O
,NNP,DNS,B-INF
,NNP,Domains,I-INF
,IN,By,O
,VBG,Using,B-AP
,NNP,ClouDNS,I-AP
,NNP,Service,I-AP
Sentence 390,DT,An,O
,NNP,APT,O
,NNP,Group,O
,VBG,Exploiting,O
,DT,a,O
,JJ,0-day,O
,IN,in,O
,NNP,FatPipe,B-INF
,NNP,WARP,I-INF
,",",",",O
,NNP,MPVPN,I-INF
,",",",",O
,CC,and,O
,NNP,IPVPN,I-INF
,NNP,Software,I-INF
Sentence 391,DT,The,O
,NN,awakening,O
,:,:,O
,JJ,Group-IB,B-ID
,NNS,uncovers,O
,JJ,new,O
,JJ,corporate,O
,NN,espionage,O
,NNS,attacks,O
,IN,by,O
,NNP,RedCurl,B-TA
Sentence 392,JJ,Triple,O
,NNP,Threat,O
,:,:,O
,JJ,North,B-L
,JJ,Korea-Aligned,O
,NNP,TA406,B-TA
,NNP,Scams,O
,",",",",O
,NNP,Spies,O
,",",",",O
,CC,and,O
,NNS,Steals,O
Sentence 393,NN,CVE-2021-42114,B-V
,:,:,O
,JJ,Modern,O
,NNP,DRAM,B-INF
,NNS,devices,I-INF
,(,(,O
,NNP,PC-DDR4,I-INF
,),),O
,VBN,affected,O
,IN,by,O
,NNP,RowHammer,B-V
Sentence 394,NNP,Kimsuky,B-TA
,NNP,APT,I-TA
,(,(,O
,NNP,AppleSeed,B-M
,",",",",O
,NNP,PebbleDash,B-M
,),),O
,:,:,O
,NNP,Kimsuky,B-TA
,NNP,Group,O
,POS,s,O
,NNP,APT,O
,NNP,Attack,O
,:,-,O
,NN,Analysis,O
,NNP,Report,O
,(,(,O
,NNP,AppleSeed,B-M
,",",",",O
,NNP,PebbleDash,B-M
,),),O
,:,-,O
,JJ,Korean,B-L
,NN,reporting,O
Sentence 395,NNP,INTEL-SA-00528,B-INF
,:,-,O
,DT,A,O
,JJ,potential,O
,NN,security,O
,NN,vulnerability,O
,IN,in,O
,DT,some,O
,NNP,Intel,B-INF
,NNPS,Processors,I-INF
,MD,may,O
,VB,allow,B-V
,NN,escalation,I-V
,IN,of,I-V
,NN,privilege,I-V
Sentence 396,NNP,CVE,B-V
,:,-,O
,NNP,CVE-2021-43350,I-V
,:,-,O
,DT,An,O
,JJ,unauthenticated,O
,NNP,Apache,B-INF
,NNP,Traffic,O
,NNP,Control,O
,NNP,Traffic,O
,NNP,Ops,O
,NN,user,O
,MD,can,O
,VB,send,O
,DT,a,O
,NN,request,O
,IN,with,O
,DT,a,O
,JJ,specially-crafted,O
,NN,username,O
,TO,to,O
,DT,the,O
,NNP,POST,O
,NNP,/login,O
,NN,endpoint,O
,IN,of,O
,DT,any,O
,NNP,API,O
,NN,version,O
,TO,to,O
,VB,inject,B-AP
,JJ,unsanitized,I-AP
,NN,content,I-AP
,IN,into,O
,DT,the,O
,NNP,LDAP,B-INF
,NN,filter,I-INF
,.,.,O
Sentence 397,NNP,QAKBOT,B-M
,NNP,Loader,I-M
,NNP,Returns,O
,IN,With,O
,NNP,New,O
,NNP,Techniques,O
,CC,and,O
,NNP,Tools,O
Sentence 398,NNP,Beware,O
,IN,of,O
,NNP,CVE-2021-40444,B-V
,NNP,Vulnerability,I-V
,NNP,Attack,O
,VBG,Impersonating,O
,DT,the,O
,NNP,President,B-ID
,IN,of,I-ID
,NNP,Pyongyang,I-ID
,NNP,University,I-ID
,IN,of,I-ID
,NNP,Science,I-ID
,CC,and,I-ID
,NNP,Technology,I-ID
,IN,by,O
,DT,a,O
,NNP,North,B-L
,JJ,Korean-linked,O
,NN,hacking,O
,NN,organization,O
Sentence 399,NN,SharkBot,B-M
,:,:,O
,DT,a,O
,JJ,new,O
,NN,generation,O
,IN,of,O
,NNP,Android,B-INF
,NNPS,Trojans,I-M
,VBZ,is,O
,VBG,targeting,B-IND
,NNS,banks,I-IND
,IN,in,I-IND
,NNP,Europe,B-L
Sentence 400,DT,A,O
,NN,multi-stage,O
,NNP,PowerShell,B-INF
,VBN,based,O
,NN,attack,O
,NNS,targets,O
,NNP,Kazakhstan,B-L
Sentence 401,DT,The,O
,NNP,Newest,O
,NNP,Malicious,O
,NNP,Actor,O
,:,:,O
,NN,“,O
,NNP,Squirrelwaffle,B-M
,NNP,”,O
,NNP,Malicious,O
,NNP,Doc,O
,.,.,O
Sentence 402,NN,Analysis,O
,IN,of,O
,JJ,recent,O
,NNS,attacks,O
,IN,by,O
,NNP,SideCopy,B-ID
,NN,organization,I-ID
,VBG,using,O
,NNP,China,B-L
,CC,and,O
,NNP,India,B-L
,JJ,current,O
,NNS,affairs,O
,NN,news,O
,:,-,O
,JJ,Chinese,B-L
,NN,reporting,O
Sentence 403,JJ,Technical,O
,NNP,Advisory,O
,NNP,–,O
,NNP,Multiple,O
,NNP,Vulnerabilities,O
,IN,in,O
,NNP,Victure,B-INF
,NNP,WR1200,I-INF
,NNP,WiFi,I-INF
,NNP,Router,I-INF
,(,(,O
,NNP,CVE-2021-43282,B-V
,",",",",O
,NNP,CVE-2021-43283,B-V
,",",",",O
,NNP,CVE-2021-43284,B-V
,),),O
Sentence 404,JJ,North,B-L
,JJ,Korean,I-L
,NNP,APT,O
,NN,organization,O
,NNP,Lazarus,B-TA
,VBD,launched,O
,DT,another,O
,NN,attack,O
,IN,on,O
,NN,security,O
,NNS,personnel,O
,IN,with,B-AP
,JJ,fake,I-AP
,NNP,IDA,I-AP
,:,-,O
,NNS,ties,O
,TO,to,O
,JJ,certain,O
,JJ,online,O
,NN,personas,O
Sentence 405,NNP,HTML,B-INF
,VBG,smuggling,O
,NNS,surges,O
,:,:,O
,NNP,Highly,O
,JJ,evasive,O
,NN,loader,O
,NN,technique,O
,RB,increasingly,O
,VBN,used,O
,IN,in,O
,NN,banking,O
,NN,malware,O
,",",",",O
,VBD,targeted,O
,NNS,attacks,O
,:,-,O
,NNP,Microsoft,B-INF
,NNP,Security,I-INF
,NNP,Blog,I-INF
Sentence 406,NNP,TR-64,B-INF
,:,-,O
,VBD,Exploited,O
,NNP,Exchange,B-INF
,NNP,Servers,I-INF
,:,-,O
,NNS,Mails,B-AP
,IN,with,I-AP
,NNS,links,I-AP
,TO,to,I-AP
,VB,malware,I-AP
,IN,from,I-AP
,JJ,known/valid,I-AP
,NNS,senders,I-AP
Sentence 407,NN,OSX.CDDS,B-M
,:,:,O
,DT,a,O
,JJ,sophisticated,O
,NN,watering,B-C
,NN,hole,I-C
,NN,campaign,I-C
,VBZ,drops,O
,DT,a,O
,JJ,new,O
,NN,macOS,B-INF
,NN,implant,O
,.,!,O
Sentence 408,JJ,Korean,B-L
,VBG,reporting,O
,:,-,O
,NNP,Lazarus,B-TA
,NNP,Group,I-TA
,POS,s,O
,NNP,NukeSped,B-M
,NNP,Malware,I-M
,NNP,Analysis,O
,NNP,Report,O
Sentence 409,VBG,Walking,O
,IN,on,O
,NNP,APT31,B-TA
,NN,infrastructure,O
,NNS,footprints,O
,:,-,O
,NN,SEKOIA.IO,B-ID
Sentence 410,NN,PhoneSpy,I-ID
,:,:,O
,DT,The,O
,JJ,App-Based,O
,NNP,Cyberattack,O
,NNP,Snooping,O
,NNP,South,B-L
,JJ,Korean,I-L
,NNS,Citizens,O
Sentence 411,DT,A,O
,NNP,New,O
,NNP,DatopLoader,B-INF
,NNP,Delivers,O
,NNP,QakBot,B-M
,NNP,Trojan,I-M
Sentence 412,JJ,CVE-2021-40449,B-V
,NNP,Exploitation,O
,:,-,O
,NN,Use,O
,IN,After,O
,NNP,Free,O
,IN,in,O
,DT,a,O
,NN,kernel,O
,NN,function,O
,IN,in,O
,NN,win32kfull.sys,B-T
,.,.,O
Sentence 413,DT,The,O
,NN,evolution,O
,IN,of,O
,DT,the,O
,NNP,Abcbot,B-M
,NN,botnet,I-M
,:,-,O
,JJ,Chinese,B-L
,NN,reporting,O
Sentence 414,NNP,Hunter,O
,NNP,Becomes,O
,NNP,Hunted,O
,:,:,O
,NNP,Zebra2104,B-M
,VBZ,Hides,B-AP
,DT,a,I-AP
,NNP,Herd,I-AP
,IN,of,I-AP
,NNP,Malware,I-AP
,:,-,O
,VBD,uncovered,O
,DT,an,O
,JJ,unusual,O
,NN,connection,O
,IN,between,O
,DT,the,O
,NNS,actions,O
,IN,of,O
,CD,three,O
,JJ,distinct,O
,NN,threat,O
,NNS,groups,O
,",",",",O
,VBG,including,O
,DT,those,O
,IN,behind,O
,JJ,financially-motivated,O
,NN,ransomware,O
,JJ,such,O
,IN,as,O
,NNP,MountLocker,B-INF
,CC,and,O
,NNP,Phobos,B-INF
,",",",",O
,RB,as,O
,RB,well,O
,IN,as,O
,DT,the,O
,JJ,espionage-related,O
,JJ,advanced,O
,NN,persistent,O
,NN,threat,O
,(,(,O
,NNP,APT,O
,),),O
Sentence 415,NNP,Threat,O
,NN,actor,O
,NNP,DEV-0322,B-TA
,VBG,exploiting,O
,NNP,ZOHO,B-INF
,NNP,ManageEngine,I-INF
,NNP,ADSelfService,I-INF
,CC,Plus,I-INF
Sentence 416,NNP,TA505,B-TA
,VBZ,exploits,O
